1143211771 113 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143310652 227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143320704 298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143324891 492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143463430 494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143463884 522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143491427 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143509388 946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143510052 969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143560792 1046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143561957 1047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143562024 1626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143562810 1659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143565384 1846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143565539 2185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143567911 2186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143567972 2509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143568028 2842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143647541 2888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143649254 2902 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143649537 2910 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143831258 3044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143995640 5430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1143996393 5449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144103949 6016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144152362 6024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144167952 6076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144275983 6128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144276093 6287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144792812 6319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144792842 6329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144796306 6377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144850383 6387 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1144862890 6452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145477168 6829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145650919 6938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145892290 6943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145892410 6948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145892535 6953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145892602 6958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145922474 7337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1145997792 7526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146077937 7722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146254314 7736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146254363 7879 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146322918 7934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146344426 7987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146412418 8023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146421236 8061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146423538 8126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146511174 8127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146511323 8135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146512008 8136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146513752 8255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146522445 8338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146621007 8438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146656993 8456 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146689016 8527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146696086 8579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146746753 8631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146857742 8701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146928602 8739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1146936414 8942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147093113 8947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147096923 8993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147097670 9068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147097709 9069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147098648 9161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147099513 9163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147101499 9175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147103623 9233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147108318 9260 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147121727 9401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147124919 9427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147126901 9478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147128675 9519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147140208 9567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147178077 9605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147178822 9631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147187229 9668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147373596 9893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147378269 9921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147379540 9934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1147383681 10192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148162953 10343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148256249 10519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148314814 10875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148326960 11101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148332244 11805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148339202 12584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148406106 12663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148407974 12780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148418095 12808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148419692 12855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1148422283 12880 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149076181 13167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149080152 13234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149085381 13237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149094854 13546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149095286 13635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149104411 13657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149104749 13688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149108332 13800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149214912 14184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149270767 14394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149277192 14628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149277250 14629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149343695 14634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149346108 14637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149346558 14667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149346935 14671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149353089 14767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149363336 14790 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149514095 14829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149518830 14874 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1149519891 14887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
